Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,FIPS
34672.0,38542.0,25243.0,,,36250.0,13209
51820.0,58421.0,32572.0,,,,13211
35539.0,35208.0,,,,48656.0,13213
42306.0,53668.0,32351.0,61741.0,62361.0,39164.0,13215
49179.0,51827.0,46070.0,31875.0,62557.0,41530.0,13217
72182.0,73102.0,42399.0,250001.0,130643.0,50724.0,13219
44226.0,49177.0,24881.0,,,40464.0,13221
60109.0,60992.0,57598.0,60068.0,48077.0,52163.0,13223
41588.0,54362.0,32062.0,,,26215.0,13225
54123.0,54863.0,,,,,13227
40247.0,43400.0,15809.0,,,34655.0,13229
51338.0,53792.0,32500.0,,,,13231
37853.0,39732.0,28987.0,,37756.0,51033.0,13233
38750.0,46435.0,22250.0,,,26208.0,13235
44299.0,54436.0,32725.0,,,27053.0,13237
31487.0,32069.0,27049.0,,,,13239
35211.0,37178.0,,,,,13241
28377.0,45208.0,22054.0,,,,13243
37424.0,46154.0,31130.0,34861.0,42050.0,43258.0,13245
50455.0,50519.0,50814.0,,54375.0,34393.0,13247
39375.0,48864.0,20117.0,,,,13249
34466.0,42857.0,22873.0,,,,13251
34905.0,42863.0,21538.0,,,34398.0,13253
40246.0,48097.0,24870.0,42885.0,36299.0,33025.0,13255
40315.0,42979.0,23784.0,,,,13257
21118.0,45833.0,15295.0,,,,13259
32758.0,46492.0,22610.0,,33952.0,22284.0,13261
34078.0,40513.0,25156.0,,,62083.0,13263
26306.0,33417.0,23531.0,,,,13265
33980.0,40830.0,18161.0,,,24150.0,13267
28143.0,36079.0,20049.0,,,,13269
26449.0,30054.0,20500.0,,,29278.0,13271
28688.0,50152.0,19776.0,,,,13273
36641.0,45275.0,24514.0,,50779.0,32552.0,13275
37653.0,47480.0,23706.0,,,27198.0,13277
33679.0,41875.0,22629.0,,,28851.0,13279
37000.0,37199.0,,,,,13281
38596.0,45664.0,21974.0,,,,13283
41489.0,49748.0,27204.0,,72557.0,51004.0,13285
31806.0,41092.0,24082.0,,,2499.0,13287
30468.0,38080.0,20438.0,,,,13289
40799.0,40645.0,,,48050.0,56319.0,13291
35774.0,39387.0,27769.0,,,25136.0,13293
41632.0,42330.0,30093.0,,,57926.0,13295
54453.0,57341.0,32407.0,21783.0,82011.0,64000.0,13297
34909.0,40436.0,24617.0,,,37813.0,13299
29176.0,42344.0,19915.0,,,,13301
37932.0,52253.0,23329.0,,,21477.0,13303
38955.0,44301.0,22129.0,12212.0,,26875.0,13305
37063.0,51544.0,30120.0,,,,13307
27620.0,30807.0,15475.0,,,,13309
40888.0,41737.0,32250.0,,,31508.0,13311
40596.0,41076.0,26577.0,,52188.0,36447.0,13313
32043.0,38750.0,21512.0,,,,13315
32727.0,43893.0,20518.0,,26705.0,30385.0,13317
38485.0,44931.0,26989.0,,,37813.0,13319
37974.0,44709.0,24994.0,,,30688.0,13321
52108.0,52303.0,50221.0,28003.0,56380.0,41302.0,15001
74460.0,75175.0,62866.0,50593.0,77807.0,61601.0,15003
66250.0,,,,,,15005
65101.0,62964.0,66172.0,78605.0,66174.0,59022.0,15007
66476.0,62763.0,49893.0,49375.0,74310.0,50297.0,15009
46526.0,46330.0,,,,,19001
48043.0,48587.0,,,,,19003
45890.0,46212.0,19886.0,,,32863.0,19005
41394.0,41801.0,,,,,19007
46979.0,46840.0,,,,,19009
60606.0,60820.0,,16250.0,,,19011
48369.0,51200.0,25471.0,,51528.0,34397.0,19013
52985.0,52616.0,,,,40938.0,19015
62163.0,62058.0,125208.0,,,73500.0,19017
56150.0,56487.0,,,,,19019
48195.0,49912.0,19104.0,,74883.0,46411.0,19021
52360.0,52265.0,,,,,19023
44921.0,44842.0,,,73125.0,40000.0,19025
50559.0,51558.0,13689.0,,,48750.0,19027
43750.0,43972.0,,20750.0,,47917.0,19029
59047.0,58619.0,,,58750.0,70278.0,19031
46122.0,46361.0,38628.0,,41125.0,37011.0,19033
48599.0,48558.0,,,,22193.0,19035
47040.0,47344.0,,,,30556.0,19037
43327.0,42865.0,,,,23932.0,19039
50389.0,51044.0,,,,26445.0,19041
48007.0,48023.0,,,51154.0,35250.0,19043
50498.0,52613.0,19125.0,,14420.0,43678.0,19045
48084.0,47846.0,,58401.0,,41985.0,19047
76320.0,77282.0,41075.0,,78794.0,57583.0,19049
48888.0,48842.0,,,86000.0,70250.0,19051
38560.0,38682.0,,8580.0,,,19053
58274.0,58612.0,,,,14671.0,19055
44423.0,45519.0,19318.0,,76375.0,23700.0,19057
57265.0,57324.0,,,,117841.0,19059
54605.0,55889.0,18625.0,2499.0,47083.0,36944.0,19061
47795.0,47732.0,,,,60324.0,19063
44928.0,45513.0,8843.0,,,37759.0,19065
44797.0,44947.0,,,,54083.0,19067
48605.0,50241.0,2499.0,,,31411.0,19069
53324.0,53647.0,,,,42500.0,19071
46898.0,47261.0,,,80000.0,67700.0,19073
56750.0,56648.0,,,,,19075
51013.0,51382.0,,,,57500.0,19077
49813.0,51702.0,43710.0,,32132.0,,19079
52981.0,53187.0,,,,30500.0,19081
51019.0,50965.0,,28992.0,66833.0,47989.0,19083
53567.0,53709.0,,,,38365.0,19085
49321.0,48938.0,,,51938.0,32304.0,19087
49869.0,50151.0,,,,,19089
47252.0,47466.0,,,,27188.0,19091
46993.0,47633.0,,,,29750.0,19093
59375.0,60325.0,,,,81287.0,19095
49028.0,49616.0,,,,53534.0,19097
55033.0,55551.0,36635.0,,,,19099
42899.0,43615.0,,,2499.0,,19101
55700.0,60022.0,27608.0,,39875.0,48688.0,19103
55060.0,55341.0,,,,33641.0,19105
43838.0,44524.0,,,,29063.0,19107
51496.0,51899.0,,,,26174.0,19109
43312.0,43871.0,31953.0,,53654.0,35068.0,19111
59322.0,60826.0,26900.0,40052.0,75086.0,35469.0,19113
51144.0,52341.0,36023.0,,34712.0,48667.0,19115
43962.0,44635.0,,,,,19117
57130.0,56956.0,,145750.0,,77857.0,19119
60060.0,60226.0,,,44076.0,,19121
48726.0,49339.0,43088.0,47857.0,53000.0,34083.0,19123
54693.0,54672.0,41250.0,,77054.0,35640.0,19125
53351.0,54565.0,39167.0,,54458.0,46698.0,19127
63979.0,64583.0,2499.0,8920.0,,117740.0,19129
49488.0,49426.0,,,,,19131
40302.0,40632.0,,,,81146.0,19133
46304.0,46424.0,,,,,19135
42418.0,43214.0,,,,24792.0,19137
53676.0,54315.0,21761.0,96352.0,85489.0,42368.0,19139
55227.0,56469.0,,,91023.0,33364.0,19141
49448.0,49140.0,,,,54327.0,19143
43912.0,43918.0,,,112917.0,,19145
47113.0,47188.0,47054.0,,60568.0,35714.0,19147
57130.0,57495.0,,,,27143.0,19149
45069.0,45714.0,22708.0,,,41875.0,19151
60061.0,62351.0,29164.0,22955.0,64090.0,41624.0,19153
51976.0,52119.0,,,64455.0,42234.0,19155
51006.0,51119.0,,,,,19157
47042.0,47167.0,,,,,19159
49572.0,49615.0,54583.0,,,37969.0,19161
55114.0,56953.0,32865.0,33056.0,67068.0,47304.0,19163
50952.0,50645.0,,,,63692.0,19165
61627.0,62970.0,,,,36610.0,19167
50438.0,52279.0,,,21900.0,31179.0,19169
55203.0,55770.0,45694.0,41625.0,,57292.0,19171
44246.0,45298.0,,,,26000.0,19173
44351.0,44797.0,,,,,19175
45111.0,45472.0,,,,26346.0,19177
42095.0,42455.0,21957.0,43125.0,57000.0,47212.0,19179
64447.0,64813.0,56653.0,,,41273.0,19181
56390.0,57218.0,40833.0,,,37241.0,19183
43358.0,43535.0,,,,,19185
42408.0,42477.0,,,72831.0,,19187
47668.0,47878.0,,,69306.0,,19189
54429.0,54119.0,,14375.0,,,19191
46720.0,47648.0,38203.0,22465.0,47180.0,37347.0,19193
48459.0,49419.0,2499.0,,,15625.0,19195
43698.0,44444.0,,,250001.0,38850.0,19197
56356.0,57008.0,48844.0,34688.0,67771.0,45457.0,16001
39565.0,40120.0,,,,,16003
43779.0,44300.0,,42500.0,50472.0,38198.0,16005
48654.0,48600.0,,,,73750.0,16007
39863.0,40818.0,,33625.0,71198.0,43125.0,16009
50155.0,51519.0,,27000.0,52708.0,45245.0,16011
60088.0,60597.0,,,60324.0,40645.0,16013
44238.0,44167.0,,36250.0,,63333.0,16015
42171.0,42215.0,,,2499.0,54464.0,16017
50762.0,51682.0,,24797.0,50469.0,36851.0,16019
38961.0,38078.0,,51029.0,,63448.0,16021
37891.0,38984.0,,,,26823.0,16023
42614.0,42614.0,,,,,16025
42888.0,43191.0,30799.0,31431.0,60449.0,36336.0,16027
58021.0,58212.0,,,,42222.0,16029
45695.0,46089.0,,33750.0,,36971.0,16031
33672.0,34141.0,,,,26607.0,16033
38837.0,38796.0,,34375.0,,51058.0,16035
39457.0,38876.0,,,,,16037
43848.0,44400.0,47353.0,,43000.0,37681.0,16039
48133.0,49589.0,,,,26917.0,16041
47988.0,49125.0,,36944.0,,33504.0,16043
40828.0,41617.0,,,,25786.0,16045
39930.0,42500.0,,33313.0,,34653.0,16047
38191.0,38700.0,,20950.0,,47841.0,16049
51171.0,51748.0,,,,36115.0,16051
41630.0,42237.0,,39602.0,,34464.0,16053
49403.0,49872.0,,37239.0,40000.0,52289.0,16055
42439.0,43394.0,16950.0,,,,16057
34329.0,33897.0,,60083.0,,,16059
36505.0,36378.0,,53750.0,,33250.0,16061
43273.0,43935.0,,,,44732.0,16063
32233.0,32276.0,,,60673.0,27012.0,16065
44853.0,45534.0,17875.0,,64583.0,37571.0,16067
48160.0,48169.0,143056.0,53487.0,,26844.0,16069
41338.0,41937.0,,,,31354.0,16071
33440.0,34906.0,,27625.0,,25223.0,16073
44257.0,44736.0,,41875.0,,39359.0,16075
44779.0,43551.0,,56186.0,,40921.0,16077
37665.0,37877.0,,,,,16079
53474.0,53775.0,,,,41406.0,16081
44048.0,45438.0,39915.0,25325.0,34745.0,34527.0,16083
48384.0,48796.0,,,,,16085
34775.0,35000.0,,,26875.0,26080.0,16087
45965.0,46776.0,23646.0,15859.0,49891.0,60764.0,17001
27265.0,34142.0,17166.0,,58750.0,28333.0,17003
47946.0,48504.0,45000.0,,,,17005
58248.0,57416.0,56845.0,103669.0,119256.0,52413.0,17007
50739.0,50493.0,,,,,17009
50423.0,50351.0,50709.0,,52431.0,42069.0,17011
53869.0,55147.0,,,,,17013
48631.0,48888.0,,,53750.0,48125.0,17015
47434.0,49527.0,35515.0,,,36659.0,17017
46495.0,52629.0,25921.0,47560.0,24601.0,36684.0,17019
45334.0,45615.0,15536.0,,,65586.0,17021
50517.0,50382.0,,,,2499.0,17023
44209.0,44224.0,,37917.0,,56094.0,17025
63236.0,64114.0,,9150.0,,75184.0,17027
39588.0,40775.0,15673.0,,,,17029
55251.0,65946.0,34289.0,42309.0,70485.0,45366.0,17031
47468.0,47670.0,101346.0,2499.0,81181.0,14655.0,17033
46061.0,46414.0,,,2499.0,26250.0,17035
54101.0,57900.0,21072.0,,38824.0,41786.0,17037
53959.0,54467.0,,107917.0,,31466.0,17039
51810.0,51974.0,,49000.0,,41985.0,17041
79658.0,81187.0,51329.0,55500.0,95020.0,58347.0,17043
45691.0,45755.0,,,60625.0,,17045
44497.0,44549.0,,,,2499.0,17047
52224.0,52243.0,,,65435.0,48125.0,17049
43944.0,44007.0,,,,,17051
49947.0,49681.0,88077.0,55089.0,,43452.0,17053
39512.0,39761.0,41042.0,19191.0,31875.0,33125.0,17055
46083.0,45967.0,,,21250.0,,17057
39636.0,40133.0,,,,,17059
42565.0,42773.0,,,,,17061
65887.0,67212.0,30743.0,,,56676.0,17063
44159.0,44159.0,,,,,17065
47699.0,48171.0,,26250.0,40250.0,,17067
38838.0,38596.0,,,91250.0,,17069
47672.0,47672.0,,,,,17071
53480.0,54257.0,17679.0,,56544.0,38589.0,17073
47834.0,48692.0,21378.0,,48125.0,37167.0,17075
33871.0,38689.0,15280.0,22578.0,32132.0,20517.0,17077
54209.0,54238.0,,,,,17079
43247.0,44648.0,31696.0,,72798.0,36042.0,17081
53271.0,53261.0,,,,61314.0,17083
53221.0,53160.0,,,120000.0,36224.0,17085
42287.0,42559.0,,,,42500.0,17087
70696.0,77290.0,39620.0,36705.0,92529.0,49138.0,17089
52110.0,56820.0,28198.0,40823.0,71389.0,42650.0,17091
84385.0,86339.0,83685.0,,90037.0,62889.0,17093
39976.0,41632.0,18852.0,,,31809.0,17095
78026.0,80823.0,39812.0,54583.0,102820.0,49365.0,17097
50633.0,51022.0,31082.0,,65625.0,46320.0,17099
40841.0,41069.0,60500.0,,,53150.0,17101
52379.0,52653.0,61250.0,23512.0,,40625.0,17103
54254.0,54268.0,,,,35000.0,17105
50539.0,53480.0,16318.0,66094.0,49565.0,56908.0,17107
40314.0,40744.0,,31071.0,46544.0,,17109
77222.0,77649.0,68333.0,55750.0,95059.0,57853.0,17111
62211.0,64586.0,27227.0,42321.0,82436.0,39873.0,17113
47176.0,51454.0,21997.0,,73750.0,47067.0,17115
51206.0,51102.0,105039.0,,58490.0,78409.0,17117
53431.0,55845.0,30120.0,,47652.0,44482.0,17119
42238.0,43310.0,30912.0,13810.0,62632.0,23571.0,17121
53423.0,53658.0,,,,53802.0,17123
41567.0,41624.0,,,,,17125
40977.0,42512.0,23194.0,,35938.0,83452.0,17127
60486.0,60425.0,,,,,17129
54757.0,54468.0,,,66500.0,45625.0,17131
70859.0,71255.0,,,,64417.0,17133
46966.0,46862.0,,,,66500.0,17135
45978.0,47783.0,30265.0,,,35714.0,17137
49681.0,49910.0,,,,35357.0,17139
54849.0,55420.0,42070.0,66000.0,,38979.0,17141
51147.0,56363.0,25998.0,51250.0,83385.0,43125.0,17143
42478.0,43366.0,19917.0,,,,17145
66261.0,66763.0,,,,42292.0,17147
40588.0,40865.0,,8750.0,250001.0,39844.0,17149
39223.0,38851.0,,,,,17151
31980.0,35236.0,25106.0,,,23500.0,17153
56358.0,55776.0,,,,63125.0,17155
48158.0,50465.0,26875.0,,,68500.0,17157
44127.0,44340.0,,,,31250.0,17159
48817.0,50760.0,31869.0,18906.0,63359.0,40236.0,17161
49895.0,61682.0,27289.0,,72440.0,41273.0,17163
38258.0,39217.0,,,48182.0,24375.0,17165
56167.0,61044.0,26468.0,53281.0,67159.0,41054.0,17167
47723.0,47482.0,,,,24375.0,17169
47222.0,47118.0,,,,,17171
47850.0,48071.0,,,39750.0,,17173
50085.0,50321.0,,,,60625.0,17175
45331.0,47191.0,24795.0,,,41667.0,17177
58194.0,58688.0,,,98304.0,62118.0,17179
42606.0,44158.0,,,,23500.0,17181
42977.0,46159.0,23053.0,21648.0,51472.0,35583.0,17183
47491.0,46933.0,,,75500.0,2499.0,17185
43699.0,44519.0,39821.0,,36875.0,35781.0,17187
53202.0,53370.0,2499.0,,87813.0,35500.0,17189
44993.0,45230.0,2499.0,,,,17191
44648.0,44295.0,,,,35603.0,17193
47401.0,47739.0,34554.0,,123375.0,43133.0,17195
76101.0,79701.0,55017.0,41618.0,107870.0,59611.0,17197
44453.0,44983.0,31181.0,,72232.0,48021.0,17199
48225.0,51923.0,25371.0,34617.0,63722.0,37495.0,17201
65852.0,65909.0,,,,65179.0,17203
48188.0,49107.0,,,,51473.0,18001
49092.0,52934.0,27017.0,40725.0,42569.0,37399.0,18003
55050.0,53707.0,51758.0,,88061.0,40043.0,18005
47046.0,47074.0,46250.0,,,33958.0,18007
38190.0,38326.0,,,,,18009
67552.0,67769.0,,,81250.0,53836.0,18011
54615.0,54961.0,,,,76731.0,18013
52005.0,51852.0,,,,33643.0,18015
42290.0,43277.0,,,54107.0,32148.0,18017
51699.0,53170.0,39841.0,,48783.0,50982.0,18019
47602.0,47960.0,,7109.0,,,18021
48478.0,48946.0,42692.0,68906.0,49904.0,35441.0,18023
38695.0,38618.0,,47614.0,,36635.0,18025
47342.0,47598.0,,,,40515.0,18027
58680.0,58943.0,31324.0,,,61850.0,18029
49799.0,49314.0,37059.0,,57352.0,,18031
48341.0,48097.0,,,61354.0,34777.0,18033
38830.0,40362.0,25152.0,15870.0,15987.0,28313.0,18035
53513.0,54508.0,,,,27166.0,18037
47913.0,49448.0,22094.0,49922.0,66944.0,40256.0,18039
39379.0,40301.0,29402.0,,40481.0,22138.0,18041
54914.0,57181.0,22254.0,28382.0,63125.0,48409.0,18043
46760.0,47100.0,,,,43462.0,18045
51748.0,51579.0,,,,58977.0,18047
45332.0,45206.0,70972.0,,,44792.0,18049
48303.0,48964.0,33889.0,,,,18051
40294.0,41915.0,24351.0,23203.0,35677.0,38021.0,18053
45397.0,45665.0,,,,40385.0,18055
86222.0,86143.0,68029.0,67063.0,104491.0,66445.0,18057
66606.0,66779.0,,,88700.0,72202.0,18059
52128.0,52081.0,114278.0,,,68833.0,18061
70163.0,70927.0,64035.0,30408.0,61121.0,54239.0,18063
41855.0,42009.0,,58036.0,,35208.0,18065
44226.0,46114.0,21813.0,,46964.0,41332.0,18067
46945.0,46941.0,,78125.0,60650.0,32083.0,18069
47000.0,47824.0,,20000.0,90033.0,28243.0,18071
55374.0,55925.0,42014.0,,,53478.0,18073
41021.0,40993.0,,30750.0,120521.0,,18075
45718.0,45900.0,40441.0,,50938.0,45060.0,18077
44736.0,45379.0,19750.0,,26250.0,,18079
62147.0,62622.0,69279.0,47039.0,66106.0,26880.0,18081
42725.0,43270.0,36477.0,,,33646.0,18083
52821.0,53105.0,48650.0,,82177.0,46228.0,18085
49964.0,49958.0,,40469.0,,40170.0,18087
50135.0,58970.0,31299.0,53828.0,74844.0,47355.0,18089
46872.0,50346.0,25071.0,35505.0,32152.0,39933.0,18091
45875.0,46347.0,,,,27054.0,18093
44195.0,45970.0,30488.0,,22361.0,27417.0,18095
42168.0,49931.0,30508.0,35283.0,47899.0,29004.0,18097
48485.0,48479.0,,89271.0,,39316.0,18099
44589.0,45671.0,,,,,18101
45184.0,45321.0,64964.0,38750.0,,38333.0,18103
42404.0,45342.0,21604.0,43701.0,15759.0,35156.0,18105
48213.0,48202.0,50645.0,,105859.0,32120.0,18107
55432.0,55947.0,,,,40000.0,18109
46895.0,46868.0,,,,54357.0,18111
49331.0,49246.0,,95288.0,,42721.0,18113
48780.0,48601.0,,,,,18115
39812.0,39888.0,,,,,18117
43948.0,44024.0,,,,,18119
40781.0,41169.0,,,,21607.0,18121
47470.0,48240.0,21225.0,,,,18123
44399.0,44620.0,,,,,18125
63926.0,64594.0,42720.0,,80938.0,62785.0,18127
58101.0,59167.0,54306.0,,,,18129
43836.0,44138.0,15833.0,,,32232.0,18131
51355.0,51613.0,45089.0,,73194.0,,18133
40810.0,41008.0,45000.0,,,31857.0,18135
51170.0,51376.0,,,,51500.0,18137
45121.0,45833.0,30153.0,,,,18139
45471.0,49959.0,23364.0,26769.0,53302.0,37091.0,18141
44442.0,44526.0,,,,,18143
53584.0,54330.0,23872.0,,100139.0,42326.0,18145
55247.0,55317.0,55625.0,,,,18147
42208.0,43110.0,,,55833.0,35827.0,18149
48472.0,48554.0,,70625.0,55278.0,46130.0,18151
45023.0,45018.0,,,,,18153
44061.0,43626.0,64250.0,,,,18155
45932.0,49335.0,19199.0,71071.0,21343.0,40556.0,18157
51613.0,51935.0,,,,,18159
44277.0,44818.0,,,,,18161
43046.0,46584.0,21430.0,23854.0,44797.0,39545.0,18163
43600.0,43728.0,,,,29280.0,18165
40313.0,41000.0,24240.0,45956.0,51364.0,36576.0,18167
45649.0,45263.0,,59231.0,,50870.0,18169
56042.0,56222.0,,,,95938.0,18171
62185.0,62256.0,49500.0,23830.0,,43295.0,18173
41289.0,41920.0,,,,,18175
38494.0,39232.0,28188.0,,,27270.0,18177
51101.0,51730.0,38167.0,,,30523.0,18179
52154.0,52199.0,,,,40194.0,18181
54389.0,54561.0,,67917.0,35833.0,,18183
38698.0,39505.0,38482.0,20833.0,,39500.0,20001
40696.0,40370.0,,81200.0,,,20003
43581.0,44353.0,22375.0,,,,20005
51811.0,51658.0,,,,65938.0,20007
44013.0,45325.0,22326.0,18958.0,,22247.0,20009
38280.0,39231.0,,,62344.0,40250.0,20011
43724.0,45619.0,32366.0,30268.0,48125.0,30119.0,20013
58897.0,58928.0,,19487.0,77460.0,58136.0,20015
38707.0,39655.0,,,,58333.0,20017
37993.0,39079.0,,,,73125.0,20019
41388.0,41126.0,,51393.0,,71528.0,20021
44500.0,43875.0,,,,25893.0,20023
42589.0,42589.0,,,,38393.0,20025
52066.0,52293.0,,75278.0,,,20027
39282.0,39421.0,,,,,20029
57433.0,56964.0,,70682.0,,,20031
45288.0,46010.0,,,,,20033
43860.0,43915.0,45347.0,41875.0,61200.0,38750.0,20035
36534.0,37157.0,31500.0,,2499.0,29961.0,20037
40657.0,40833.0,,,,,20039
49096.0,49245.0,,110543.0,,45903.0,20041
47209.0,49209.0,18182.0,36083.0,,33750.0,20043
50939.0,52173.0,38934.0,60144.0,29554.0,39315.0,20045
47303.0,48139.0,,,,36154.0,20047
36458.0,36111.0,,,,63611.0,20049
45579.0,47280.0,,,2499.0,25263.0,20051
47736.0,48615.0,,,,50208.0,20053
49227.0,52302.0,29522.0,26458.0,48732.0,44520.0,20055
50777.0,51687.0,21447.0,55682.0,27895.0,44796.0,20057
51081.0,52234.0,,,,30302.0,20059
43992.0,43804.0,46568.0,44583.0,41641.0,32679.0,20061
46364.0,46288.0,,,,,20063
43826.0,46964.0,31250.0,,,46250.0,20065
55432.0,57924.0,,,,53988.0,20067
61000.0,60318.0,,,,42656.0,20069
47750.0,46776.0,,,,35000.0,20071
38838.0,38914.0,,,,,20073
45114.0,48344.0,,,,32208.0,20075
43973.0,43438.0,,60417.0,,,20077
51327.0,51911.0,,,,39245.0,20079
56484.0,60306.0,,46250.0,,37067.0,20081
54856.0,54471.0,,,,54167.0,20083
54077.0,56259.0,37188.0,27750.0,51339.0,41250.0,20085
57236.0,57274.0,,70192.0,,38750.0,20087
40553.0,40865.0,,42500.0,,29250.0,20089
76113.0,77708.0,48930.0,72500.0,90328.0,46167.0,20091
50506.0,59479.0,,,,46429.0,20093
50844.0,50812.0,,41071.0,,29135.0,20095
43963.0,43628.0,,48750.0,,43889.0,20097
41439.0,42522.0,17328.0,36964.0,,25500.0,20099
56507.0,56728.0,,,,,20101
63726.0,65978.0,49443.0,62292.0,92727.0,62431.0,20103
44276.0,43684.0,,,,18438.0,20105
46964.0,46867.0,56316.0,75441.0,,24282.0,20107
46875.0,49091.0,,,,76250.0,20109
40021.0,41085.0,,31442.0,24750.0,38903.0,20111
56128.0,56393.0,,52039.0,41228.0,57692.0,20113
45927.0,46554.0,45714.0,29559.0,,,20115
45374.0,45465.0,,,,43542.0,20117
52250.0,53025.0,,,,39792.0,20119
60966.0,61602.0,43971.0,,2499.0,55885.0,20121
48217.0,48975.0,,,,14000.0,20123
41083.0,42705.0,15932.0,37470.0,,34886.0,20125
47089.0,47743.0,,,,46250.0,20127
46028.0,47306.0,,,,42097.0,20129
48653.0,49292.0,28523.0,21875.0,,53281.0,20131
43195.0,43450.0,,,,24583.0,20133
44904.0,44778.0,,,,32788.0,20135
47852.0,47542.0,,,,,20137
49915.0,50514.0,,,,40060.0,20139
40216.0,39844.0,,,,,20141
52479.0,53021.0,,,,67596.0,20143
43250.0,43844.0,,,,,20145
44170.0,44236.0,,43750.0,,43295.0,20147
60216.0,60330.0,88780.0,71912.0,51591.0,41500.0,20149
49550.0,51250.0,,,,46894.0,20151
41579.0,41480.0,,,,,20153
45288.0,45391.0,51612.0,50750.0,65750.0,39123.0,20155
40449.0,40740.0,,,,55250.0,20157
48460.0,49547.0,23947.0,46667.0,2499.0,52935.0,20159
44437.0,45612.0,47893.0,22517.0,30675.0,33583.0,20161
43558.0,43269.0,,,,28958.0,20163
38854.0,39063.0,,,,,20165
41102.0,41858.0,,,,38750.0,20167
47801.0,48491.0,33438.0,20425.0,75547.0,31574.0,20169
51850.0,51868.0,,,,,20171
50657.0,53837.0,29097.0,42793.0,53291.0,36978.0,20173
47134.0,47277.0,36429.0,72386.0,57434.0,44024.0,20175
50378.0,52449.0,27617.0,46600.0,61607.0,40216.0,20177
49750.0,50406.0,,,,35673.0,20179
39029.0,39757.0,,,,25873.0,20181
43848.0,43992.0,,,,72875.0,20183
47377.0,47905.0,,,,36500.0,20185
43780.0,52500.0,,,,32083.0,20187
55433.0,60795.0,,42917.0,,41719.0,20189
50141.0,50423.0,,,2499.0,54241.0,20191
48504.0,49375.0,,,,35096.0,20193
54000.0,54000.0,,,,41250.0,20195
54688.0,54555.0,,,,48500.0,20197
47279.0,47426.0,,,,53750.0,20199
45159.0,45099.0,,,,31875.0,20201
57171.0,56711.0,,,,38000.0,20203
40306.0,40699.0,,31667.0,114250.0,28750.0,20205
35787.0,36019.0,,,,,20207
40113.0,44543.0,30800.0,32054.0,32917.0,35763.0,20209
33362.0,34163.0,,,,,21001
41326.0,40762.0,,,,,21003
53974.0,54574.0,43250.0,,,,21005
42244.0,44026.0,28250.0,9583.0,,58375.0,21007
38370.0,38803.0,23452.0,,163583.0,29718.0,21009
33483.0,33913.0,21125.0,,,,21011
22443.0,22493.0,17574.0,,50227.0,,21013
66730.0,66614.0,57158.0,,75257.0,43333.0,21015
45208.0,46782.0,26438.0,,,42330.0,21017
42319.0,42632.0,15484.0,,165114.0,,21019
39704.0,40278.0,27109.0,,,24010.0,21021
36327.0,36469.0,,,,,21023
25817.0,25635.0,,,123750.0,,21025
43479.0,44482.0,16250.0,,,42031.0,21027
55975.0,56590.0,,,54286.0,63177.0,21029
33536.0,33086.0,,,,,21031
42537.0,42894.0,36324.0,,,,21033
37034.0,38851.0,28405.0,2499.0,2499.0,19406.0,21035
54621.0,55738.0,19531.0,,92829.0,24258.0,21037
38829.0,38934.0,25357.0,,,82829.0,21039
41439.0,42291.0,14891.0,,,23077.0,21041
36696.0,36814.0,,,,19178.0,21043
32341.0,32644.0,26607.0,,,,21045
39521.0,42874.0,26444.0,22969.0,55417.0,28214.0,21047
47959.0,48616.0,27044.0,,98438.0,27404.0,21049
21549.0,21444.0,23625.0,57500.0,,,21051
28025.0,28225.0,,,,16786.0,21053
35316.0,35693.0,14091.0,,,,21055
32019.0,32294.0,21786.0,,,,21057
45989.0,47450.0,24767.0,26250.0,37083.0,27500.0,21059
41710.0,41794.0,,,,,21061
28224.0,28257.0,,,,,21063
29770.0,29778.0,,,,,21065
49778.0,55636.0,28366.0,35234.0,65154.0,34907.0,21067
35469.0,35681.0,,,,,21069
30096.0,30073.0,,53929.0,250001.0,,21071
47964.0,50529.0,38305.0,,64569.0,27440.0,21073
28359.0,33682.0,15731.0,,,27250.0,21075
48370.0,49114.0,,,,40139.0,21077
44243.0,44417.0,30966.0,,,37206.0,21079
44824.0,44193.0,,,,85060.0,21081
39530.0,41790.0,16333.0,,,38474.0,21083
35030.0,35438.0,,,,,21085
34982.0,36113.0,,,,,21087
45370.0,45577.0,,,131136.0,71176.0,21089
50476.0,50420.0,58594.0,,,,21091
50765.0,50156.0,55642.0,,64167.0,51656.0,21093
25814.0,25892.0,23417.0,15833.0,250001.0,,21095
35681.0,36803.0,,,,30259.0,21097
34774.0,35542.0,20000.0,,,41806.0,21099
41036.0,42762.0,24167.0,,59318.0,36625.0,21101
46495.0,46990.0,29773.0,,,,21103
41218.0,42468.0,23250.0,,,,21105
42346.0,43829.0,28750.0,,,51458.0,21107
29826.0,29925.0,,,,,21109
48695.0,54330.0,29245.0,50214.0,64884.0,39010.0,21111
50558.0,51302.0,32083.0,43750.0,,30809.0,21113
35570.0,35482.0,,,111250.0,2499.0,21115
54296.0,56285.0,24928.0,18688.0,53750.0,45236.0,21117
30411.0,30757.0,23333.0,,,,21119
26599.0,26499.0,38750.0,,,33526.0,21121
38578.0,39216.0,33631.0,,,,21123
36020.0,35971.0,,26071.0,60405.0,42661.0,21125
