M_With,M_Without,F_With,F_Without,All_With,All_Without,FIPS
145687,14662,147007,12969,292694,27631,49011
8292,1519,8101,1535,16393,3054,49013
4683,715,4601,677,9284,1392,49015
1979,488,1917,457,3896,945,49017
3426,1354,3470,1073,6896,2427,49019
18610,4636,19409,4043,38019,8679,49021
4438,868,4299,652,8737,1520,49023
2577,854,3145,534,5722,1388,49025
5162,1151,5142,975,10304,2126,49027
4663,545,4527,511,9190,1056,49029
793,191,691,151,1484,342,49031
971,117,995,204,1966,321,49033
451726,84207,463806,71201,915532,155408,49035
5357,1973,5604,1951,10961,3924,49037
10296,2052,11239,2099,21535,4151,49039
8616,1742,8384,1772,17000,3514,49041
17112,2404,16860,2021,33972,4425,49043
27050,3351,27218,2768,54268,6119,49045
14957,2986,14652,2753,29609,5739,49047
242176,32950,241635,31570,483811,64520,49049
11263,2016,11400,1808,22663,3824,49051
59249,13064,62096,12364,121345,25428,49053
1070,327,1076,231,2146,558,49055
100971,16736,102594,15564,203565,32300,49057
12900,2962,14094,2753,26994,5715,51001
44260,4170,49034,4068,93294,8238,51003
7093,703,7364,666,14457,1369,51005
5483,971,5376,848,10859,1819,51007
13171,2199,15012,1588,28183,3787,51009
6642,713,6903,879,13545,1592,51011
97738,11574,101234,9734,198972,21308,51013
30103,3876,32697,3556,62800,7432,51015
1919,287,1971,344,3890,631,51017
33970,3323,35008,3726,68978,7049,51019
2578,245,2649,255,5227,500,51021
15366,893,15919,708,31285,1601,51023
6129,1200,7046,841,13175,2041,51025
9635,1386,10011,1414,19646,2800,51027
6196,1305,6470,1069,12666,2374,51029
22926,3396,25433,2771,48359,6167,51031
11117,1658,12880,1543,23997,3201,51033
12746,2169,12772,2031,25518,4200,51035
3040,478,3211,366,6251,844,51036
5037,994,5142,1002,10179,1996,51037
140593,15440,154425,14959,295018,30399,51041
6011,910,6253,930,12264,1840,51043
2140,345,2461,249,4601,594,51045
19760,3129,21227,2709,40987,5838,51047
3922,1018,4156,763,8078,1781,51049
6679,911,6684,794,13363,1705,51051
12015,1568,12668,1434,24683,3002,51053
4431,704,5217,723,9648,1427,51057
484051,64076,509943,57197,993994,121273,51059
29662,3417,31138,2792,60800,6209,51061
6874,900,6930,731,13804,1631,51063
10621,1184,11949,956,22570,2140,51065
23707,3737,24950,3592,48657,7329,51067
34801,4806,36267,4491,71068,9297,51069
6871,1369,7376,1158,14247,2527,51071
15163,2448,16690,1875,31853,4323,51073
9463,565,9654,727,19117,1292,51075
6406,1063,6899,929,13305,1992,51077
7787,1368,8152,1421,15939,2789,51079
2862,304,3991,407,6853,711,51081
13598,2820,15992,2384,29590,5204,51083
45981,3228,48666,2723,94647,5951,51085
131760,17728,151314,16043,283074,33771,51087
21245,3589,23490,3644,44735,7233,51089
788,215,1033,208,1821,423,51091
15400,1844,16581,1445,31981,3289,51093
30377,2719,33417,2569,63794,5288,51095
3046,620,2929,511,5975,1131,51097
11106,1084,11501,817,22607,1901,51099
7059,784,7410,785,14469,1569,51101
4506,709,5247,581,9753,1290,51103
9978,1920,10177,1706,20155,3626,51105
157541,14975,163902,12866,321443,27841,51107
13771,2941,14541,2635,28312,5576,51109
4355,870,5104,862,9459,1732,51111
5113,1182,5844,832,10957,2014,51113
3671,370,4387,333,8058,703,51115
11851,2293,14112,1936,25963,4229,51117
4455,555,4995,345,9450,900,51119
45251,4418,43141,3090,88392,7508,51121
6176,1016,6693,916,12869,1932,51125
8949,665,8786,620,17735,1285,51127
4367,1341,5069,1109,9436,2450,51131
5443,494,5866,501,11309,995,51133
6074,1133,6609,673,12683,1806,51135
14125,2432,15708,1808,29833,4240,51137
9798,1753,10341,1756,20139,3509,51139
7405,1494,7873,1265,15278,2759,51141
26329,3758,28133,3766,54462,7524,51143
11450,1149,12004,1018,23454,2167,51145
9331,1508,10247,1213,19578,2721,51147
14557,1641,15041,1285,29598,2926,51149
181415,29623,192841,25170,374256,54793,51153
14622,1853,15274,1840,29896,3693,51155
3041,626,3185,561,6226,1187,51157
3021,350,3382,351,6403,701,51159
40502,3370,45602,2595,86104,5965,51161
9518,1452,9803,1492,19321,2944,51163
32610,5364,35016,4421,67626,9785,51165
11370,2263,12398,1988,23768,4251,51167
9408,1489,9941,1111,19349,2600,51169
17819,2682,19126,2645,36945,5327,51171
12935,2252,14219,1792,27154,4044,51173
7002,1249,7511,1110,14513,2359,51175
54453,7609,58090,6628,112543,14237,51177
57845,6038,62285,4940,120130,10978,51179
2798,551,3020,454,5818,1005,51181
2766,202,3316,342,6082,544,51183
17568,3180,19194,2758,36762,5938,51185
16779,2310,16876,2147,33655,4457,51187
23508,3123,24471,3018,47979,6141,51191
6984,1480,7735,1204,14719,2684,51193
16419,2526,17017,2358,33436,4884,51195
12470,1769,12508,2170,24978,3939,51197
28042,2094,31490,1852,59532,3946,51199
58340,11458,66921,9509,125261,20967,51510
6543,1492,8273,1059,14816,2551,51520
2489,551,2995,555,5484,1106,51530
19142,2389,20847,2328,39989,4717,51540
92540,9502,106793,9602,199333,19104,51550
7065,947,8246,1010,15311,1957,51570
2384,431,2323,418,4707,849,51580
16255,2690,19869,2495,36124,5185,51590
1825,684,2492,456,4317,1140,51595
9803,1455,10508,1132,20311,2587,51600
6120,166,6616,309,12736,475,51610
3109,605,3958,655,7067,1260,51620
10932,1700,12554,1962,23486,3662,51630
2680,540,2962,404,5642,944,51640
53054,8905,62299,7512,115353,16417,51650
20221,3794,22806,3851,43027,7645,51660
8816,1592,10088,1452,18904,3044,51670
2913,214,2361,155,5274,369,51678
31269,4648,36055,4663,67324,9311,51680
16098,4164,16731,3696,32829,7860,51683
5839,2304,5675,1721,11514,4025,51685
4866,1064,6285,1056,11151,2120,51690
68381,12028,81163,10640,149544,22668,51700
87440,19429,96562,15844,184002,35273,51710
1367,234,2155,193,3522,427,51720
11320,2846,14554,2519,25874,5365,51730
5482,338,5865,252,11347,590,51735
37167,6080,42515,6536,79682,12616,51740
7317,805,8094,670,15411,1475,51750
79997,19858,95434,15861,175431,35719,51760
38410,8301,43908,6823,82318,15124,51770
10218,1258,11713,1306,21931,2564,51775
9175,1415,11390,1665,20565,3080,51790
35051,4543,40616,3608,75667,8151,51800
177592,22265,203264,19818,380856,42083,51810
8151,1881,9559,1418,17710,3299,51820
5859,694,7727,292,13586,986,51830
10765,2501,11474,2166,22239,4667,51840
16935,1355,17583,841,34518,2196,50001
16484,1227,17710,683,34194,1910,50003
13745,1374,14869,633,28614,2007,50005
73192,4265,78128,2958,151320,7223,50007
2775,336,2882,214,5657,550,50009
21866,1751,23348,910,45214,2661,50011
3238,181,3398,135,6636,316,50013
11169,1231,11606,926,22775,2157,50015
13236,1091,13853,662,27089,1753,50017
11937,1229,12539,798,24476,2027,50019
27003,2340,29043,1462,56046,3802,50021
27153,1838,28500,1139,55653,2977,50023
19827,1631,20905,1054,40732,2685,50025
24618,2209,26757,1685,51375,3894,50027
7244,2345,7393,1866,14637,4211,53001
9147,1338,10096,1276,19243,2614,53003
78627,12759,81892,10110,160519,22869,53005
30164,6518,31017,5995,61181,12513,53007
30189,5059,32350,3823,62539,8882,53009
191398,26615,202078,21962,393476,48577,53011
1801,152,1772,204,3573,356,53013
43804,6096,46637,4793,90441,10889,53015
16380,3439,16466,3183,32846,6622,53017
3358,584,3156,482,6514,1066,53019
34404,8573,33744,7554,68148,16127,53021
978,125,988,111,1966,236,53023
36748,9464,37816,7528,74564,16992,53025
28006,6113,29766,4657,57772,10770,53027
32026,3558,35824,2956,67850,6514,53029
12750,1462,13636,1516,26386,2978,53031
902948,109785,931439,87970,1834387,197755,53033
105860,12172,114564,9019,220424,21191,53035
18041,2888,18507,2461,36548,5349,53037
8931,1312,9304,1230,18235,2542,53039
31708,5503,33362,4101,65070,9604,53041
4580,558,4572,524,9152,1082,53043
24762,5776,25128,3666,49890,9442,53045
16363,4244,17129,3081,33492,7325,53047
8472,1709,8944,1273,17416,2982,53049
5656,956,5504,741,11160,1697,53051
342382,49080,366397,41647,708779,90727,53053
6533,1092,7315,961,13848,2053,53055
49647,8556,52627,7262,102274,15818,53057
5000,634,4888,683,9888,1317,53059
324114,43247,333818,35930,657932,79177,53061
203353,27783,218074,22614,421427,50397,53063
18707,3059,18919,2601,37626,5660,53065
109470,14498,121226,11366,230696,25864,53067
1685,234,1875,179,3560,413,53069
23430,3994,25935,3006,49365,7000,53071
88692,12829,92693,11182,181385,24011,53073
21484,2147,21226,1645,42710,3792,53075
94384,27518,100082,22537,194466,50055,53077
8852,1047,8731,623,17583,1670,55001
7023,857,7210,668,14233,1525,55003
20513,2246,20742,1595,41255,3841,55005
6840,806,6659,621,13499,1427,55007
112051,11974,118922,8628,230973,20602,55009
6087,610,6131,404,12218,1014,55011
7002,752,6922,526,13924,1278,55013
23675,1135,23917,764,47592,1899,55015
27969,2835,28154,2015,56123,4850,55017
12917,4257,13163,3681,26080,7938,55019
25586,2066,25850,1724,51436,3790,55021
7223,724,7359,512,14582,1236,55023
233187,17151,242391,13428,475578,30579,55025
39787,2809,39114,2204,78901,5013,55027
12515,989,13126,792,25641,1781,55029
19364,2166,19725,1950,39089,4116,55031
20042,2083,20090,1603,40132,3686,55033
44541,4833,47417,3798,91958,8631,55035
2117,212,1921,168,4038,380,55037
45814,3550,47977,2919,93791,6469,55039
3838,706,3760,647,7598,1353,55041
23530,2547,22298,2000,45828,4547,55043
16939,1262,17476,1020,34415,2282,55045
8270,1201,8267,1029,16537,2230,55047
10926,886,11228,549,22154,1435,55049
2598,286,2655,263,5253,549,55051
8752,1133,8570,882,17322,2015,55053
38604,3136,39813,2311,78417,5447,55055
11261,1407,11465,855,22726,2262,55057
72812,8862,77613,6584,150425,15446,55059
9778,576,9635,354,19413,930,55061
52456,4225,55751,3356,108207,7581,55063
7492,966,7453,824,14945,1790,55065
8727,909,8809,860,17536,1769,55067
12683,1144,13038,864,25721,2008,55069
37344,2605,38095,1898,75439,4503,55071
61200,6094,62787,3920,123987,10014,55073
18931,1561,19019,1227,37950,2788,55075
6877,704,6849,551,13726,1255,55077
1427,716,1653,602,3080,1318,55078
396071,59798,448635,42222,844706,102020,55079
19450,2657,20110,2060,39560,4717,55081
17497,1497,17166,1051,34663,2548,55083
16064,1601,16488,970,32552,2571,55085
82663,6476,85176,4627,167839,11103,55087
40545,2024,42586,1561,83131,3585,55089
3293,370,3209,382,6502,752,55091
18519,1653,19153,1225,37672,2878,55093
19563,2138,19648,1782,39211,3920,55095
32286,2817,33287,1724,65573,4541,55097
6398,455,6296,455,12694,910,55099
83220,10012,89921,7615,173141,17627,55101
7966,906,8038,695,16004,1601,55103
69942,8250,75101,6048,145043,14298,55105
6262,886,6450,621,12712,1507,55107
39513,2938,40514,2392,80027,5330,55109
28199,2991,28541,2533,56740,5524,55111
7117,1018,7312,728,14429,1746,55113
18453,2016,18780,1709,37233,3725,55115
51687,4580,53467,3184,105154,7764,55117
9110,1300,9115,813,18225,2113,55119
13246,1379,13470,889,26716,2268,55121
12288,2659,12561,2463,24849,5122,55123
9450,1164,9854,710,19304,1874,55125
45658,5450,47291,3835,92949,9285,55127
6874,832,7253,554,14127,1386,55129
62004,3345,63727,2899,125731,6244,55131
182973,9129,191505,7700,374478,16829,55133
23435,2093,23613,1501,47048,3594,55135
10355,1332,10471,1011,20826,2343,55137
74590,6032,78495,4794,153085,10826,55139
33602,2741,35148,1845,68750,4586,55141
6927,1173,7434,1040,14361,2213,54001
47309,5793,49115,5848,96424,11641,54003
10532,1330,10908,1114,21440,2444,54005
6032,961,6145,971,12177,1932,54007
10230,1236,11001,1006,21231,2242,54009
40407,5898,44087,5004,84494,10902,54011
3209,567,3072,686,6281,1253,54013
3955,603,4026,498,7981,1101,54015
3243,662,3175,536,6418,1198,54017
18691,3142,19390,2986,38081,6128,54019
3146,508,2909,501,6055,1009,54021
5242,612,5419,432,10661,1044,54023
14842,2261,15908,2024,30750,4285,54025
9515,2254,9704,1538,19219,3792,54027
13027,1533,13682,1731,26709,3264,54029
6160,846,6168,704,12328,1550,54031
29328,4163,31103,3815,60431,7978,54033
13027,1410,13302,1341,26329,2751,54035
23866,3089,25503,2490,49369,5579,54037
80160,10691,88818,9372,168978,20063,54039
7138,1004,7214,992,14352,1996,54041
9453,1235,9667,1145,19120,2380,54043
14693,2538,15770,2187,30463,4725,54045
7748,1595,8604,1653,16352,3248,54047
24474,3170,25607,3172,50081,6342,54049
13971,1738,14765,1607,28736,3345,54051
11796,1296,12095,1313,23891,2609,54053
25765,3623,28569,3502,54334,7125,54055
11880,1750,11854,2065,23734,3815,54057
11009,1662,11547,1629,22556,3291,54059
46145,5157,44376,4373,90521,9530,54061
5882,761,5852,912,11734,1673,54063
7057,1471,7458,1323,14515,2794,54065
11361,1372,11541,1512,22902,2884,54067
18578,2150,20274,2075,38852,4225,54069
3204,399,3191,435,6395,834,54071
3159,334,3257,266,6416,600,54073
3544,655,3740,453,7284,1108,54075
13622,2010,14136,1716,27758,3726,54077
25264,2324,26190,2483,51454,4807,54079
32067,4667,34436,4328,66503,8995,54081
11948,1779,12104,1717,24052,3496,54083
4232,754,4496,591,8728,1345,54085
6351,829,6571,791,12922,1620,54087
5359,752,5793,539,11152,1291,54089
7287,967,7477,801,14764,1768,54091
3067,301,3069,363,6136,664,54093
3826,615,3884,634,7710,1249,54095
10452,1736,10744,1471,21196,3207,54097
17510,2711,18273,2887,35783,5598,54099
3713,652,3833,671,7546,1323,54101
6968,930,7266,895,14234,1825,54103
2685,251,2492,413,5177,664,54105
36251,5402,40175,4243,76426,9645,54107
9990,1311,10135,1352,20125,2663,54109
17650,1926,16276,1516,33926,3442,56001
4937,968,4867,900,9804,1868,56003
21583,3092,19806,3159,41389,6251,56005
6819,1089,6058,996,12877,2085,56007
6497,587,6052,902,12549,1489,56009
3201,479,3060,440,6261,919,56011
15856,4060,16468,3762,32324,7822,56013
5672,964,5569,723,11241,1687,56015
1942,395,2048,319,3990,714,56017
4058,449,3660,379,7718,828,56019
40089,5563,41797,4991,81886,10554,56021
8316,1002,7928,941,16244,1943,56023
33677,6119,33595,5518,67272,11637,56025
1011,142,931,148,1942,290,56027
12141,1955,12766,1857,24907,3812,56029
3579,837,3622,602,7201,1439,56031
12684,1703,13415,1471,26099,3174,56033
4509,822,4067,697,8576,1519,56035
19891,3318,18600,2683,38491,6001,56037
8948,2558,9555,1192,18503,3750,56039
9132,1413,8711,1503,17843,2916,56041
3349,691,3490,703,6839,1394,56043
2927,454,3087,314,6014,768,56045
